gene_name,gene_code,predicted_cluster
SLC5A3,ENSG00000198743,48
CHAF1B,ENSG00000159259,19
PIGP,ENSG00000185808,-1
TTC3,ENSG00000182670,-1
DSCR8,ENSG00000198054,40
PSMG1,ENSG00000183527,36
HMGN1,ENSG00000205581,-1
GET1,ENSG00000182093,-1
PKNOX1,ENSG00000160199,47
RRP1B,ENSG00000160208,36
PDXK,ENSG00000160209,-1
CSTB,ENSG00000160213,21
RRP1,ENSG00000160214,36
PFKL,ENSG00000141959,-1
SUMO3,ENSG00000184900,-1
PTTG1IP,ENSG00000183255,-1
FAM207A,ENSG00000160256,-1
COL18A1,ENSG00000182871,11
SPATC1L,ENSG00000160284,-1
MCM3AP,ENSG00000160294,-1
YBEY,ENSG00000182362,12
PRMT2,ENSG00000160310,20
DUXAP8,ENSG00000206195,-1
ATP6V1E1,ENSG00000131100,22
BID,ENSG00000015475,41
SLC25A1,ENSG00000100075,-1
HIRA,ENSG00000100084,44
C22orf39,ENSG00000242259,-1
MRPL40,ENSG00000185608,-1
UFD1,ENSG00000070010,8
CDC45,ENSG00000093009,32
GP1BB,ENSG00000203618,10
TBX1,ENSG00000184058,36
GNB1L,ENSG00000185838,-1
RTL10,ENSG00000215012,-1
TXNRD2,ENSG00000184470,45
COMT,ENSG00000093010,-1
TANGO2,ENSG00000183597,-1
DGCR8,ENSG00000128191,19
RANBP1,ENSG00000099901,35
DGCR6L,ENSG00000128185,23
MED15,ENSG00000099917,43
SNAP29,ENSG00000099940,21
LZTR1,ENSG00000099949,-1
THAP7,ENSG00000184436,27
HIC2,ENSG00000169635,-1
UBE2L3,ENSG00000185651,-1
YDJC,ENSG00000161179,32
SDF2L1,ENSG00000128228,3
MAPK1,ENSG00000100030,29
ZNF280B,ENSG00000275004,-1
PRAME,ENSG00000185686,42
BCR,ENSG00000186716,-1
PCAT14,ENSG00000280623,-1
CHCHD10,ENSG00000250479,32
SMARCB1,ENSG00000099956,-1
MIF,ENSG00000240972,35
DDT,ENSG00000099977,-1
CABIN1,ENSG00000099991,48
SNRPD3,ENSG00000100028,-1
HPS4,ENSG00000100099,-1
TPST2,ENSG00000128294,-1
HSCB,ENSG00000100209,-1
XBP1,ENSG00000100219,15
THOC5,ENSG00000100296,-1
ZMAT5,ENSG00000100319,-1
UQCR10,ENSG00000184076,-1
PES1,ENSG00000100029,-1
EIF4ENIF1,ENSG00000184708,-1
DEPDC5,ENSG00000100150,-1
YWHAH,ENSG00000128245,-1
RTCB,ENSG00000100220,-1
HMGXB4,ENSG00000100281,-1
MCM5,ENSG00000100297,32
RBFOX2,ENSG00000100320,37
MYH9,ENSG00000100345,38
TXN2,ENSG00000100348,-1
FOXRED2,ENSG00000100350,-1
EIF3D,ENSG00000100353,-1
RAC2,ENSG00000128340,14
CDC42EP1,ENSG00000128283,-1
LGALS1,ENSG00000100097,14
NOL12,ENSG00000273899,-1
GCAT,ENSG00000100116,-1
EIF3L,ENSG00000100129,0
POLR2F,ENSG00000100142,-1
DDX17,ENSG00000100201,42
TOMM22,ENSG00000100216,-1
RPL3,ENSG00000100316,5
ATF4,ENSG00000128272,15
RPS19BP1,ENSG00000187051,23
TNRC6B,ENSG00000100354,40
ADSL,ENSG00000239900,-1
ST13,ENSG00000100380,43
RBX1,ENSG00000100387,-1
EP300,ENSG00000100393,43
RANGAP1,ENSG00000100401,-1
PHF5A,ENSG00000100410,44
DESI1,ENSG00000100418,-1
XRCC6,ENSG00000196419,-1
SNU13,ENSG00000100138,36
CENPM,ENSG00000100162,9
SMDT1,ENSG00000183172,22
NDUFA6,ENSG00000184983,-1
RRP7A,ENSG00000189306,-1
TSPO,ENSG00000100300,-1
SAMM50,ENSG00000100347,-1
FAM118A,ENSG00000100376,-1
ATXN10,ENSG00000130638,27
CERK,ENSG00000100422,39
AL117329.1,ENSG00000224271,42
TRABD,ENSG00000170638,-1
SLC25A6,ENSG00000169100,-1
DHRSX,ENSG00000169084,-1
ZBED1,ENSG00000214717,-1
CD99,ENSG00000002586,-1
BX890604.2,ENSG00000285756,-1
PNPLA4,ENSG00000006757,-1
HCCS,ENSG00000004961,27
ARHGAP6,ENSG00000047648,-1
MSL3,ENSG00000005302,-1
TMSB4X,ENSG00000205542,14
GEMIN8,ENSG00000046647,-1
TXLNG,ENSG00000086712,-1
PDHA1,ENSG00000131828,49
SH3KBP1,ENSG00000147010,-1
EIF1AX,ENSG00000173674,33
MBTPS2,ENSG00000012174,-1
PRDX4,ENSG00000123131,-1
SAT1,ENSG00000130066,-1
EIF2S3,ENSG00000130741,-1
ATP6AP2,ENSG00000182220,42
MED14,ENSG00000180182,-1
DDX3X,ENSG00000215301,-1
KDM6A,ENSG00000147050,-1
NDUFB11,ENSG00000147123,39
RBM10,ENSG00000182872,44
UBA1,ENSG00000130985,-1
TIMP1,ENSG00000102265,40
UXT,ENSG00000126756,22
RBM3,ENSG00000102317,41
WAS,ENSG00000015285,10
GATA1,ENSG00000102145,-1
HDAC6,ENSG00000094631,37
PQBP1,ENSG00000102103,26
TIMM17B,ENSG00000126768,12
PLP2,ENSG00000102007,14
KDM5C,ENSG00000126012,37
SMC1A,ENSG00000072501,-1
HSD17B10,ENSG00000072506,27
HUWE1,ENSG00000086758,-1
TSR2,ENSG00000158526,-1
GNL3L,ENSG00000130119,-1
MAGED2,ENSG00000102316,-1
ALAS2,ENSG00000158578,11
LAS1L,ENSG00000001497,-1
MSN,ENSG00000147065,10
AL034397.3,ENSG00000274536,-1
HEPH,ENSG00000089472,-1
IGBP1,ENSG00000089289,-1
MED12,ENSG00000184634,-1
NONO,ENSG00000147140,-1
TAF1,ENSG00000147133,45
OGT,ENSG00000147162,-1
RPS4X,ENSG00000198034,-1
XIST,ENSG00000229807,-1
FTX,ENSG00000230590,42
JPX,ENSG00000225470,-1
ABCB7,ENSG00000131269,20
ATRX,ENSG00000085224,-1
COX7B,ENSG00000131174,13
PGK1,ENSG00000102144,41
ITM2A,ENSG00000078596,-1
BRWD3,ENSG00000165288,-1
SH3BGRL,ENSG00000131171,-1
APOOL,ENSG00000155008,-1
RPL36A,ENSG00000241343,5
ARMCX3,ENSG00000102401,42
BEX4,ENSG00000102409,-1
TCEAL8,ENSG00000180964,-1
BEX2,ENSG00000133134,14
TCEAL9,ENSG00000185222,43
MORF4L2,ENSG00000123562,31
AMMECR1,ENSG00000101935,19
ALG13,ENSG00000101901,-1
WDR44,ENSG00000131725,-1
PGRMC1,ENSG00000101856,-1
SLC25A5,ENSG00000005022,-1
RPL39,ENSG00000198918,-1
UPF3B,ENSG00000125351,26
RNF113A,ENSG00000125352,-1
NKAP,ENSG00000101882,25
RHOXF2B,ENSG00000203989,41
LAMP2,ENSG00000005893,-1
MCTS1,ENSG00000232119,-1
XIAP,ENSG00000101966,-1
STAG2,ENSG00000101972,-1
UTP14A,ENSG00000156697,49
RBMX2,ENSG00000134597,-1
HPRT1,ENSG00000165704,-1
FAM122B,ENSG00000156504,-1
ARHGEF6,ENSG00000129675,-1
RBMX,ENSG00000147274,41
HMGB3,ENSG00000029993,41
VMA21,ENSG00000160131,-1
MAGEA3,ENSG00000221867,-1
CSAG1,ENSG00000198930,30
MAGEA12,ENSG00000213401,-1
MAGEA6,ENSG00000197172,-1
CCNQ,ENSG00000262919,-1
BCAP31,ENSG00000185825,-1
SSR4,ENSG00000180879,42
NAA10,ENSG00000102030,49
IRAK1,ENSG00000184216,27
RPL10,ENSG00000147403,4
TAZ,ENSG00000102125,-1
ATP6AP1,ENSG00000071553,40
FAM50A,ENSG00000071859,30
CTAG2,ENSG00000126890,36
DKC1,ENSG00000130826,-1
FUNDC2,ENSG00000165775,-1
CMC4,ENSG00000182712,-1
VBP1,ENSG00000155959,-1
MT-ND1,ENSG00000198888,1
MT-ND2,ENSG00000198763,1
MT-CO1,ENSG00000198804,1
MT-CO2,ENSG00000198712,1
MT-ATP8,ENSG00000228253,1
MT-ATP6,ENSG00000198899,1
MT-CO3,ENSG00000198938,1
MT-ND3,ENSG00000198840,1
MT-ND4L,ENSG00000212907,1
MT-ND4,ENSG00000198886,1
MT-ND5,ENSG00000198786,1
MT-ND6,ENSG00000198695,-1
MT-CYB,ENSG00000198727,1
